"Station.name","Lens","DepthClass","StratClass","SurfaceAreaClass","DevelopmentClass","NtPClass","Year","Depth","Long","Lat","Sampling.number","Total.Depth","Final.Depth","Max.Depth","Secchi","MLD","Temp","DO","DO_sat","Alk","TN","TP","Chla","TN_uM","TP_uM","Air.Temperature...AT","Ammonium...NH4","CTI_Chlorophyll","CTI_Secchi","CTI_TP","Dissolved.Oxygen.Concentration...Final...DO_FINAL","Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL","Nitrate...Nitrite...NOX","Orthophosphate...PO4","Oxidation.Reduction.Potential...ORP","Percent.Secchi...SECCHI_PCT","pH","Phaeo","Sal","Specific.Conductivity...COND","Total.Dissolved.Solids...TDS","Total.Pigments...TOTAL_PIGMENTS","Month","Year_frac","Size","PercentDeveloped","Final.Depth.ft","Secchi_flag","MLD_flag","Temp_flag","DO_flag","DO_sat_flag","Alk_flag","TN_flag","TP_flag","Chla_flag","TN_uM_flag"
"DE-447-01 / Eagle Pond","Monomoy","Deep","Mixed","Small","Very Low","P-limited",2013,6,-70.13604951,41.69823055,258710,NA,7.3152,7,3.75,6,24.2,7.05,82.2114528687555,4.7,379.161369,3.1,1.61,27.07,0.1,NA,NA,35.27,NA,20.46,NA,NA,NA,NA,NA,NA,6.4,1.53,NA,NA,NA,NA,8,2013.66666666667,8.114671673,3,24,2,2,2,2,2,2,2,2,2,2
"DE-447-01 / Eagle Pond","Monomoy","Deep","Mixed","Small","Very Low","P-limited",2014,5.85,-70.13604951,41.69823055,260065,NA,7.3152,7,5.8,5.85,NA,NA,NA,2.4,275.371722,10.22,3.95,19.66,0.33,NA,NA,44.08,NA,37.67,NA,NA,NA,NA,NA,NA,6.25,1.89,NA,NA,NA,NA,8,2014.66666666667,8.114671673,3,24,2,2,4,4,4,2,2,2,2,2
"DE-447-01 / Eagle Pond","Monomoy","Deep","Mixed","Small","Very Low","P-limited",2015,6,-70.13604951,41.69823055,337613,NA,7.3152,7,5.65,6,27.5,6.88,85.0547110966044,5.3,211.921371,8.67,4.11,15.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2015.66666666667,8.114671673,3,24,2,2,2,2,2,2,2,2,2,2
"DE-447-01 / Eagle Pond","Monomoy","Deep","Mixed","Small","Very Low","P-limited",2016,5.9,-70.13604951,41.69823055,257074,NA,7.3152,7,3.5,5.9,27.1,5.03,61.7536974362995,4.5,440.090514,16.11,9.28,31.42,0.52,NA,NA,52.46,NA,44.23,NA,NA,NA,NA,NA,NA,5.94,4.26,NA,NA,NA,13.54,8,2016.66666666667,8.114671673,3,24,2,2,2,2,2,2,2,2,2,2
"DE-447-01 / Eagle Pond","Monomoy","Deep","Stratified","Small","Very Low","P-limited",2005,6.28,-70.13604951,41.69823055,254121,NA,7.3152,7,4.74,3.5,18.99,2.13,22.5191320249413,5.45,263.606094,12.39,3.62,18.82,0.4,NA,NA,43.22,NA,40.44,NA,NA,NA,NA,NA,NA,5.62,2.13,NA,NA,NA,NA,8,2005.66666666667,8.114671673,3,24,2,2,2,2,2,2,2,2,2,2
"DE-447-01 / Eagle Pond","Monomoy","Deep","Stratified","Small","Very Low","P-limited",2009,6,-70.13604951,41.69823055,266119,NA,7.3152,7,2.45,4,25.1,3.99,47.2877083751199,6.2,497.377917,51.59,27.19,35.51,1.67,NA,NA,63,NA,61.01,NA,NA,NA,NA,NA,NA,6.1,12.54,NA,NA,NA,NA,8,2009.66666666667,8.114671673,3,24,2,2,2,2,2,2,2,3,3,2
"DE-447-01 / Eagle Pond","Monomoy","Deep","Stratified","Small","Very Low","P-limited",2018,6.3,-70.13604951,41.69823055,337823,NA,7.3152,7,3.5,4,17.6,4.38,45.0512258001459,8.9,287.417484,17.96,1.96,20.52,0.58,NA,NA,37.2,NA,45.8,NA,NA,NA,NA,NA,NA,6.05,0.28,NA,NA,NA,NA,8,2018.66666666667,8.114671673,3,24,2,2,2,2,2,2,2,2,2,2
"CH-458-01 / Goose Pond","Monomoy","Deep","Mixed","Large","Very Low","P-limited",2007,10.5,-70.00724009,41.69433283,263505,NA,15.8496,12.5,4.35,9.5,16.11,0.24,2.39520267397881,5.9,796.98123,56.96,96.25,56.9,1.84,NA,NA,75.4,NA,62.44,NA,NA,NA,NA,NA,NA,6.11,0.03,NA,NA,NA,NA,9,2007.75,40.88393269,5,52,2,2,2,2,2,2,2,2,2,2
"CH-458-01 / Goose Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2001,10,-70.00724009,41.69433283,271380,NA,15.8496,12.5,8.07,8.5,19.81,1.04,11.1717529267707,6.2,295.54137,11.77,2.86,21.1,0.38,NA,NA,40.91,NA,39.7,NA,NA,NA,NA,NA,NA,6.03,1.72,NA,NA,NA,NA,9,2001.75,40.88393269,5,52,2,2,2,2,2,2,2,2,2,2
"CH-458-01 / Goose Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2003,11,-70.00724009,41.69433283,269663,NA,15.8496,12.5,5.35,8,14,0.39,3.7248450282458,0.85,322.1541,15.49,20.35,23,0.5,NA,NA,60.16,NA,43.66,NA,NA,NA,NA,NA,NA,6.15,0.03,NA,NA,NA,NA,9,2003.75,40.88393269,5,52,2,2,2,2,2,2,2,2,2,2
"CH-458-01 / Goose Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2004,9.5,-70.00724009,41.69433283,261150,NA,15.8496,12.5,6.77,8.5,17.89,0.66,6.82782738271974,9.28,325.375641,5.27,2.07,23.23,0.17,NA,NA,37.74,NA,28.12,NA,NA,NA,NA,NA,NA,6.13,1.11,NA,NA,NA,NA,9,2004.75,40.88393269,5,52,2,2,2,2,2,2,2,2,2,2
"CH-458-01 / Goose Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2005,11,-70.00724009,41.69433283,253953,NA,15.8496,12.5,8.21,8,15.74,0.22,2.17897753103724,15.34,190.210986,9.29,9.03,13.58,0.3,NA,NA,52.19,NA,36.29,NA,NA,NA,NA,NA,NA,6.08,0.4,NA,NA,NA,NA,9,2005.75,40.88393269,5,52,2,2,2,2,2,2,2,2,2,2
"CH-458-01 / Goose Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2006,10.8,-70.00724009,41.69433283,255512,NA,15.8496,12.5,7.8,7,17.61,1.16,12.0111858987653,13.52,424.543077,10.6,3.04,30.31,0.34,NA,NA,41.51,NA,38.19,NA,NA,NA,NA,NA,NA,5.96,0.44,NA,NA,NA,NA,8,2006.66666666667,40.88393269,5,52,2,2,2,2,2,2,2,2,2,2
"CH-458-01 / Goose Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2008,11.5,-70.00724009,41.69433283,264854,NA,15.8496,12.5,5.66,8.5,13.95,0.22,2.10970483654889,5.1,181.947033,8.05,13.73,12.99,0.26,NA,NA,56.3,NA,34.23,NA,NA,NA,NA,NA,NA,5.77,4.81,NA,NA,NA,NA,9,2008.75,40.88393269,5,52,2,2,2,2,2,2,2,2,2,2
"CH-458-01 / Goose Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2023,11.8,-70.00724009,41.69433283,357657,NA,15.8496,12.5,4.73,7,13.47,0,0,7.31,242.31591,NA,13.39,17.3,0.63,NA,0.58,NA,NA,NA,0,0,0.3,0.06,102.8,NA,5.81,5.77,0.05,99.22,64.47,NA,8,2023.66666666667,40.88393269,5,52,2,2,2,2,2,2,2,4,2,2
"CH-463-01 / Schoolhouse Pond","Monomoy","Deep","Stratified","Medium","Low","P-limited",2001,12,-69.99651417,41.69429913,271432,NA,14.3256,13,4.45,6,9.93,0.31,2.70808590156631,17.9,1004.28039,51.42,72.45,71.7,1.66,NA,NA,72.62,NA,60.97,NA,NA,NA,NA,NA,NA,6.13,46.32,NA,NA,NA,NA,9,2001.75,22.54165716,9,47,2,2,2,2,2,2,2,2,2,2
"CH-463-01 / Schoolhouse Pond","Monomoy","Deep","Stratified","Medium","Low","P-limited",2003,12,-69.99651417,41.69429913,269726,NA,14.3256,13,6.21,5.5,9.06,0.87,7.45060374950916,0.94,519.64857,18.58,3.91,37.1,0.6,NA,NA,43.98,NA,46.29,NA,NA,NA,NA,NA,NA,6.11,2.42,NA,NA,NA,NA,9,2003.75,22.54165716,9,47,2,2,2,2,2,2,2,2,2,2
"CH-463-01 / Schoolhouse Pond","Monomoy","Deep","Stratified","Medium","Low","P-limited",2004,11.2,-69.99651417,41.69429913,261218,NA,14.3256,13,7.4,7,11.205,0.77,6.92758525447802,14.33,371.457684,8.98,3.26,26.52,0.29,NA,NA,42.19,NA,35.8,NA,NA,NA,NA,NA,NA,6.1,2.14,NA,NA,NA,NA,9,2004.75,22.54165716,9,47,2,2,2,2,2,2,2,2,2,2
"CH-463-01 / Schoolhouse Pond","Monomoy","Deep","Stratified","Medium","Low","P-limited",2005,10,-69.99651417,41.69429913,254021,NA,14.3256,13,5.5,4,8.17,1.4,11.74479683257,9.28,329.017383,6.19,1.61,23.49,0.2,NA,NA,35.27,NA,30.44,NA,NA,NA,NA,NA,NA,5.97,1.86,NA,NA,NA,NA,9,2005.75,22.54165716,9,47,2,2,2,2,2,2,2,2,2,2
"CH-463-01 / Schoolhouse Pond","Monomoy","Deep","Stratified","Medium","Low","P-limited",2006,12,-69.99651417,41.69429913,255578,NA,14.3256,13,6.72,6,10.18,0.91,7.99462920935554,12.31,604.108971,23.46,5.38,43.13,0.76,NA,NA,47.11,NA,49.65,NA,NA,NA,NA,NA,NA,6.09,1.15,NA,NA,NA,NA,8,2006.66666666667,22.54165716,9,47,2,2,2,2,2,2,2,2,2,2
"CH-463-01 / Schoolhouse Pond","Monomoy","Deep","Stratified","Medium","Low","P-limited",2008,12,-69.99651417,41.69429913,264915,NA,14.3256,13,6.24,8.5,11.8,0.48,4.3718724685834,12.1,731.289807,47.7,85.85,52.21,1.54,NA,NA,74.28,NA,59.88,NA,NA,NA,NA,NA,NA,6.21,4.54,NA,NA,NA,NA,9,2008.75,22.54165716,9,47,2,2,2,2,2,2,2,2,2,2
"CH-463-01 / Schoolhouse Pond","Monomoy","Deep","Stratified","Medium","Low","P-limited",2016,11,-69.99651417,41.69429913,257007,NA,14.3256,13,7.97,7,13.5,0.2,1.88996492189119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2016.75,22.54165716,9,47,2,2,2,2,2,4,4,4,4,4
"YA-472-01 / Dennis Pond","Sagamore","Deep","Mixed","Large","Low","P-limited",2009,5,-70.25270093,41.69590181,266696,NA,5.4864,6,3.25,5,21.3,4.22,46.6413021031315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2009.75,48.32412519,7,18,2,2,2,2,2,4,4,4,4,4
"YA-472-01 / Dennis Pond","Sagamore","Deep","Mixed","Large","Low","P-limited",2010,5,-70.25270093,41.69590181,258542,NA,5.4864,6,3.1,5,20.5,7.26,79.0302157662801,0.9,598.226157,27.09,14.15,42.71,0.87,NA,NA,56.59,NA,51.72,NA,NA,NA,NA,NA,NA,5.21,3.88,NA,NA,NA,NA,9,2010.75,48.32412519,7,18,2,2,2,2,2,2,2,2,2,2
"YA-472-01 / Dennis Pond","Sagamore","Deep","Mixed","Large","Low","P-limited",2013,6,-70.25270093,41.69590181,259569,NA,5.4864,6,5.1,6,19.1,7.96,84.3376520708848,1.9,260.944821,9.91,0.87,18.63,0.32,NA,NA,29.23,NA,37.22,NA,NA,NA,NA,NA,NA,5.2,0.91,NA,NA,NA,NA,9,2013.75,48.32412519,7,18,2,2,2,2,2,2,2,2,2,2
"YA-472-01 / Dennis Pond","Sagamore","Deep","Mixed","Large","Low","P-limited",2014,5,-70.25270093,41.69590181,260449,NA,5.4864,6,5.2,5,24.4,4.17,48.8035713985101,1.2,364.734468,30.35,3.02,26.04,0.98,NA,NA,41.44,NA,53.36,NA,NA,NA,NA,NA,NA,5.2,6.46,NA,NA,NA,NA,9,2014.75,48.32412519,7,18,2,2,2,2,2,2,2,2,2,2
"YA-472-01 / Dennis Pond","Sagamore","Deep","Mixed","Large","Low","P-limited",2016,5,-70.25270093,41.69590181,257467,NA,5.4864,6,5.6,5,22,6.39,71.56010652034,0,221.726061,21.68,0.58,15.83,0.7,NA,NA,25.26,NA,0,NA,NA,NA,NA,NA,NA,4.81,1.76,NA,NA,NA,2.34,9,2016.75,48.32412519,7,18,2,2,2,2,2,2,2,2,2,2
"YA-472-01 / Dennis Pond","Sagamore","Deep","Mixed","Large","Low","P-limited",2023,4.9,-70.25270093,41.69590181,357794,NA,5.4864,6,4.15,4.9,24.89,7.53,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,91.95,NA,NA,195,NA,5.14,NA,0.04,85.84,55.79,NA,8,2023.66666666667,48.32412519,7,18,2,2,2,2,2,4,4,4,4,4
"YA-472-01 / Dennis Pond","Sagamore","Deep","Stratified","Large","Low","P-limited",2001,4.5,-70.25270093,41.69590181,272278,NA,5.4864,6,4.97,4.5,20.8,7.99,87.4760738852204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2001.75,48.32412519,7,18,2,2,2,2,2,4,4,4,4,4
"YA-472-01 / Dennis Pond","Sagamore","Deep","Stratified","Large","Low","P-limited",2003,4.5,-70.25270093,41.69590181,270533,NA,5.4864,6,5,4.5,22.4,7.37,83.1526389707759,0.43,238.1139,27.88,2.08,17,0.9,NA,NA,37.78,NA,52.14,NA,NA,NA,NA,NA,NA,5.11,0.99,NA,NA,NA,NA,9,2003.75,48.32412519,7,18,2,2,2,2,2,2,2,2,2,2
"YA-472-01 / Dennis Pond","Sagamore","Deep","Stratified","Large","Low","P-limited",2004,4.5,-70.25270093,41.69590181,262953,NA,5.4864,6,5,4.5,19.3,8.49,90.304823320585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2004.75,48.32412519,7,18,2,2,2,2,2,4,4,4,4,4
"YA-472-01 / Dennis Pond","Sagamore","Deep","Stratified","Large","Low","P-limited",2007,4.5,-70.25270093,41.69590181,264148,NA,5.4864,6,2.6,4.5,20,7.5,80.8633908925999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2007.75,48.32412519,7,18,2,2,2,2,2,4,4,4,4,4
"YA-472-01 / Dennis Pond","Sagamore","Deep","Stratified","Large","Low","P-limited",2008,4.5,-70.25270093,41.69590181,265486,NA,5.4864,6,3.95,4.5,NA,NA,NA,0.7,230.550282,13.94,5.71,16.46,0.45,NA,NA,47.69,NA,42.14,NA,NA,NA,NA,NA,NA,5.26,1.73,NA,NA,NA,NA,9,2008.75,48.32412519,7,18,2,2,4,4,4,2,2,2,2,2
"YA-472-01 / Dennis Pond","Sagamore","Deep","Stratified","Large","Low","P-limited",2011,4.5,-70.25270093,41.69590181,267846,NA,5.4864,6,5.2,4.5,22,9.2,103.02886936562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2011.75,48.32412519,7,18,2,2,2,2,2,4,4,4,4,4
"CH-479-01 / Barclay Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2001,8,-69.98803172,41.69372537,271336,NA,8.449897248,8.4,2.4,2.5,5.65,0.23,1.81692351079982,18.5,2301.30081,89.51,39.42,164.3,2.89,NA,NA,66.64,NA,68.96,NA,NA,NA,NA,NA,NA,6.15,12.09,NA,NA,NA,NA,9,2001.75,2.988790917,0,27.72276,2,2,2,2,2,2,2,2,2,2
"CH-479-01 / Barclay Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2003,7,-69.98803172,41.69372537,269614,NA,8.449897248,8.4,2.33,1.5,5.52,0.23,1.81117770078392,3.23,2227.0653,192.04,18.27,159,6.2,NA,NA,59.1,NA,79.97,NA,NA,NA,NA,NA,NA,6.47,7.18,NA,NA,NA,NA,9,2003.75,2.988790917,0,27.72276,2,2,2,2,2,2,2,2,2,2
"CH-479-01 / Barclay Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2004,7,-69.98803172,41.69372537,261105,NA,8.449897248,8.4,2.44,3,5.48,0.38,2.98945690148258,90,2834.95608,480.09,18.75,202.4,15.5,NA,NA,59.36,NA,93.18,NA,NA,NA,NA,NA,NA,6.52,10.73,NA,NA,NA,NA,9,2004.75,2.988790917,0,27.72276,2,2,2,2,2,2,2,2,2,2
"CH-479-01 / Barclay Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2005,7,-69.98803172,41.69372537,253905,NA,8.449897248,8.4,2.27,1,5.17,0.3,2.34223265603612,60.14,2618.132364,833.19,29,186.92,26.9,NA,NA,63.63,NA,101.13,NA,NA,NA,NA,NA,NA,6.36,32.88,NA,NA,NA,NA,9,2005.75,2.988790917,0,27.72276,2,2,2,2,2,2,2,2,2,2
"CH-479-01 / Barclay Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2006,7.5,-69.98803172,41.69372537,255459,NA,8.449897248,8.4,2.16,1.5,5.405,0.245,1.92388998801566,35.72,1523.92896,297.77,19.48,108.8,9.61,NA,NA,59.73,NA,86.29,NA,NA,NA,NA,NA,NA,6.32,17.96,NA,NA,NA,NA,8,2006.66666666667,2.988790917,0,27.72276,2,2,2,2,2,2,2,2,2,2
"CH-479-01 / Barclay Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2007,7,-69.98803172,41.69372537,263459,NA,8.449897248,8.4,2.27,2,5.65,0.08,0.631976494639563,22.7,1579.115358,490.11,17.68,112.74,15.82,NA,NA,58.78,NA,93.48,NA,NA,NA,NA,NA,NA,6.06,26.86,NA,NA,NA,NA,9,2007.75,2.988790917,0,27.72276,2,2,2,2,2,2,2,2,2,2
"CH-479-01 / Barclay Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2008,7.5,-69.98803172,41.69372537,264807,NA,8.449897248,8.4,3.14,2.5,5.8,0.21,1.66500309988024,26.2,2384.920809,209.69,8.98,170.27,6.77,NA,NA,52.13,NA,81.23,NA,NA,NA,NA,NA,NA,6.05,18.34,NA,NA,NA,NA,9,2008.75,2.988790917,0,27.72276,2,2,2,2,2,2,2,2,2,2
"CH-479-01 / Barclay Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2023,7.7,-69.98803172,41.69372537,357637.5,NA,8.449897248,8.4,1.25,1,5.82,0,0,25.96,2072.9916,NA,16.09,148,1.96,NA,103.74,NA,NA,NA,0,0,0.2,0.07,-119.9,NA,6.415,13.89,0.13,267.04,173.58,NA,8,2023.66666666667,2.988790917,0,27.72276,2,2,2,2,2,2,2,4,2,2
"CH-484-01 / Marys Pond","Monomoy","Deep","Mixed","Very Small","Very Low","P-limited",2001,2.5,-69.99089668,41.69346161,271407,NA,3.649955616,3.3,2.92,2.5,24.58,7.5,88.0625525226844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2001.75,4.128174485,3,11.97492,2,2,2,2,2,4,4,4,4,4
"CH-484-01 / Marys Pond","Monomoy","Deep","Mixed","Very Small","Very Low","P-limited",2006,2.5,-69.99089668,41.69346161,255545,NA,3.649955616,3.3,0.89,2.5,20.88,6.47,70.9433189307967,14.13,738.853425,43.92,17.87,52.75,1.42,NA,NA,58.88,NA,58.69,NA,NA,NA,NA,NA,NA,6.54,7.26,NA,NA,NA,NA,8,2006.66666666667,4.128174485,3,11.97492,2,2,2,2,2,2,2,2,2,2
"CH-484-01 / Marys Pond","Monomoy","Deep","Mixed","Very Small","Very Low","P-limited",2007,2.5,-69.99089668,41.69346161,263535,NA,3.649955616,3.3,1.8,2.5,21.9,5.32,59.4667677552434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2007.75,4.128174485,3,11.97492,2,2,2,2,2,4,4,4,4,4
"CH-484-01 / Marys Pond","Monomoy","Deep","Mixed","Very Small","Very Low","P-limited",2008,2.5,-69.99089668,41.69346161,264887,NA,3.649955616,3.3,2.32,2.5,21.3,7.44,82.2310992088482,5.8,380.562039,15.8,18.05,27.17,0.51,NA,NA,58.98,NA,43.95,NA,NA,NA,NA,NA,NA,6.27,5.16,NA,NA,NA,NA,9,2008.75,4.128174485,3,11.97492,2,2,2,2,2,2,2,2,2,2
"CH-484-01 / Marys Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2003,2.5,-69.99089668,41.69346161,269693,NA,3.649955616,3.3,1.9,2,19.54,0.3,3.20593110506869,0.74,599.48676,46.46,6.72,42.8,1.5,NA,NA,49.29,NA,59.5,NA,NA,NA,NA,NA,NA,6.45,3.33,NA,NA,NA,NA,9,2003.75,4.128174485,3,11.97492,2,2,2,2,2,2,2,2,2,2
"CH-484-01 / Marys Pond","Monomoy","Deep","Stratified","Very Small","Very Low","P-limited",2005,2.5,-69.99089668,41.69346161,253984,NA,3.649955616,3.3,1.76,1.5,20.08,3.27,35.3110998837368,15.54,493.315974,27.88,37.71,35.22,0.9,NA,NA,66.21,NA,52.14,NA,NA,NA,NA,NA,NA,6.43,0.03,NA,NA,NA,NA,9,2005.75,4.128174485,3,11.97492,2,2,2,2,2,2,2,2,2,2
"CH-491-01 / Emery Pond","Monomoy","Deep","Mixed","Medium","High","P-limited",2008,5.2,-69.98147059,41.69181461,264844,NA,6.4008,6,2.49,5.5,19.05,7.965,84.3083949567904,11.1,298.762911,12.08,4.01,21.33,0.39,NA,NA,44.22,NA,40.08,NA,NA,NA,NA,NA,NA,6.59,2.26,NA,NA,NA,NA,9,2008.75,14.09533661,26,21,2,2,2,2,2,2,2,2,2,2
"CH-491-01 / Emery Pond","Monomoy","Deep","Stratified","Medium","High","P-limited",2001,5,-69.98147059,41.69181461,271370,NA,6.4008,6,0.5,3,18.73,0.27,2.84004193409701,31.3,2658.47166,246.24,23.19,189.8,7.95,NA,NA,61.44,NA,83.55,NA,NA,NA,NA,NA,NA,6.45,10.13,NA,NA,NA,NA,9,2001.75,14.09533661,26,21,2,2,2,2,2,2,2,2,2,2
"CH-491-01 / Emery Pond","Monomoy","Deep","Stratified","Medium","High","P-limited",2003,6,-69.98147059,41.69181461,269652,NA,6.4008,6,2.37,3.5,13.2,0,0,4.83,3024.04653,387.17,12.75,215.9,12.5,NA,NA,55.57,NA,90.08,NA,NA,NA,NA,NA,NA,6.52,12.98,NA,NA,NA,NA,9,2003.75,14.09533661,26,21,2,2,2,2,2,2,2,2,2,2
"CH-491-01 / Emery Pond","Monomoy","Deep","Stratified","Medium","High","P-limited",2004,5.5,-69.98147059,41.69181461,261136,NA,6.4008,6,2.73,1,18.12,2.14,22.4357702189457,28.25,518.668101,12.7,3.98,37.03,0.41,NA,NA,44.15,NA,40.8,NA,NA,NA,NA,NA,NA,6.52,0.88,NA,NA,NA,NA,9,2004.75,14.09533661,26,21,2,2,2,2,2,2,2,2,2,2
"CH-491-01 / Emery Pond","Monomoy","Deep","Stratified","Medium","High","P-limited",2005,5,-69.98147059,41.69181461,253942,NA,6.4008,6,3.29,3.5,14.34,0.21,2.02020326313979,38.34,355.630113,24.78,21.07,25.39,0.8,NA,NA,60.5,NA,50.44,NA,NA,NA,NA,NA,NA,6.49,5.46,NA,NA,NA,NA,9,2005.75,14.09533661,26,21,2,2,2,2,2,2,2,2,2,2
"CH-491-01 / Emery Pond","Monomoy","Deep","Stratified","Medium","High","P-limited",2006,5.5,-69.98147059,41.69181461,255500,NA,6.4008,6,2.42,3,15.095,0.215,2.10801444115415,55.5,858.190509,57.19,72.89,61.27,1.85,NA,NA,72.67,NA,62.5,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,8,2006.66666666667,14.09533661,26,21,2,2,2,2,2,2,2,2,2,2
"CH-491-01 / Emery Pond","Monomoy","Deep","Stratified","Medium","High","P-limited",2007,5.5,-69.98147059,41.69181461,263494,NA,6.4008,6,1.89,3.5,16.495,0.33,3.34872540958089,19.5,1047.140892,30.11,31.9,74.76,0.97,NA,NA,64.57,NA,53.25,NA,NA,NA,NA,NA,NA,6.13,16.8,NA,NA,NA,NA,9,2007.75,14.09533661,26,21,2,2,2,2,2,2,2,2,2,2
"YA-492-01 / Greenough Pond","Sagamore","Deep","Mixed","Medium","Very Low","P-limited",2003,5.5,-70.23627538,41.69424467,270560,NA,7.62,6.5,3.7,5.5,22.3,7.21,81.1959317002453,0.05,497.23785,18.58,3.71,35.5,0.6,NA,NA,43.46,NA,46.29,NA,NA,NA,NA,NA,NA,5.04,0.92,NA,NA,NA,NA,9,2003.75,26.8687069,1,25,2,2,2,2,2,2,2,2,2,2
"YA-492-01 / Greenough Pond","Sagamore","Deep","Mixed","Medium","Very Low","P-limited",2004,5.5,-70.23627538,41.69424467,262970,NA,7.62,6.5,3.3,5.5,19.8,8.15,87.5327628780086,1.82,160.656849,7.74,1.24,11.47,0.25,NA,NA,32.71,NA,33.66,NA,NA,NA,NA,NA,NA,5.32,0.89,NA,NA,NA,NA,9,2004.75,26.8687069,1,25,2,2,2,2,2,2,2,2,2,2
"YA-492-01 / Greenough Pond","Sagamore","Deep","Mixed","Medium","Very Low","P-limited",2008,5.5,-70.23627538,41.69424467,265505,NA,7.62,6.5,3.9,5,21.65,6.76,75.6507054292869,1.5,211.221036,16.11,5.57,15.08,0.52,NA,NA,47.45,NA,44.23,NA,NA,NA,NA,NA,NA,5.25,5.11,NA,NA,NA,NA,9,2008.75,26.8687069,1,25,2,2,2,2,2,2,2,2,2,2
"YA-492-01 / Greenough Pond","Sagamore","Deep","Mixed","Medium","Very Low","P-limited",2009,6,-70.23627538,41.69424467,266714,NA,7.62,6.5,3.25,6,22.3,8.3,93.4708327597613,0.8,356.330448,10.74,10.31,25.44,0.35,NA,NA,53.49,NA,38.38,NA,NA,NA,NA,NA,NA,5.17,0.87,NA,NA,NA,NA,9,2009.75,26.8687069,1,25,2,2,2,2,2,2,2,2,2,2
"YA-492-01 / Greenough Pond","Sagamore","Deep","Stratified","Medium","Very Low","P-limited",2006,6,-70.23627538,41.69424467,256527,NA,7.62,6.5,2.4,4,13.9,0.43,4.0982770459507,6.66,834.939387,36.06,58.59,59.61,1.16,NA,NA,70.53,NA,55.85,NA,NA,NA,NA,NA,NA,5.48,40.4,NA,NA,NA,NA,9,2006.75,26.8687069,1,25,2,2,2,2,2,2,2,2,2,2
"YA-492-01 / Greenough Pond","Sagamore","Deep","Stratified","Medium","Very Low","P-limited",2007,5,-70.23627538,41.69424467,264165,NA,7.62,6.5,4.4,4.5,15.6,1.1,10.8637590352092,0.9,306.606663,16.87,3.32,21.89,0.54,NA,NA,42.38,NA,44.89,NA,NA,NA,NA,NA,NA,5.25,2.34,NA,NA,NA,NA,9,2007.75,26.8687069,1,25,2,2,2,2,2,2,2,2,2,2
"SA-504-01 / Triangle Pond","Sagamore","Deep","Mixed","Large","Low","P-limited",2004,8,-70.45593318,41.69382439,262697,NA,9.144,10,4.5,8,23.3,5.97,68.4843489102129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2004.75,86.27722604,10,30,2,2,2,2,2,4,4,4,4,4
