Station name,Station number,Long/lat coordinates,Site,Measuring program name,Date/Time (sampling) ,Depth,Sample number,Total Depth / DTB,Quality code,Chlorophyll / CHLA,Quality code,Secchi Depth / SECCHI,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Water Temperature / TEMP,Quality code,Total Phosphorus / TP,Quality code,Total Phosphorus - micrograms per liter / TP_ugL,Quality code,Total Nitrogen - Reported / TN,Quality code,Carlson Trophic Index - Total Phosphorus based / CTI_TP,Quality code,Carlson Trophic Index - Chlorophyll a based / CTI_CHLA,Quality code,Carlson Trophic Index - Secchi Depth Based / CTI_SD,Quality code,Alkalinity / ALK,Quality code,pH / PH,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Oxidation Reduction Potential / ORP,Quality code,pH / PH,Quality code,Phaeophytin / PHAEO,Quality code,Qualitative Wind Description / WIND,Quality code,Salinity / SAL,Quality code,Salinity / SAL,Quality code,Specific Conductivity / COND,Quality code,Total Dissolved Solids / TDS,Quality code,Total Pigments / TOTAL_PIGMENTS,Quality code,Water Temperature / TEMP,Quality code
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,0.5,,18,SMAST - Unflagged,0.6,SMAST - Unflagged,5,SMAST - Unflagged,7.97,SMAST - Unflagged,26.4,SMAST - Unflagged,0.39,SMAST - Unflagged,12.08,SMAST - Unflagged,24.19,SMAST - Unflagged,40.08,,25.59,,36.81,,13.1,SMAST - Unflagged,7.08,SMAST - Unflagged,99,SMAST - Unflagged,,,,,,,,,0,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,2,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5,SMAST - Unflagged,7.93,SMAST - Unflagged,26.4,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.81,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,98,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,3,,18,SMAST - Unflagged,1,SMAST - Unflagged,5,SMAST - Unflagged,,,,,0.29,SMAST - Unflagged,8.98,SMAST - Unflagged,24.1,SMAST - Unflagged,35.8,,30.6,,36.81,,12.9,SMAST - Unflagged,6.88,SMAST - Unflagged,,,,,,,,,,,0,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,4,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5,SMAST - Unflagged,8.42,SMAST - Unflagged,25.7,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.81,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,103,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,6,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5,SMAST - Unflagged,13.85,SMAST - Unflagged,21,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.81,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,155,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,8,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5,SMAST - Unflagged,16.96,SMAST - Unflagged,13.7,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.81,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,164,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,9,,18,SMAST - Unflagged,3.3,SMAST - Unflagged,5,SMAST - Unflagged,,,,,0.29,SMAST - Unflagged,8.98,SMAST - Unflagged,30.26,SMAST - Unflagged,35.8,,42.31,,36.81,,11.9,SMAST - Unflagged,7.29,SMAST - Unflagged,,,,,,,,,,,0.2,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,10,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5,SMAST - Unflagged,15.38,SMAST - Unflagged,10.1,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.81,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,137,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,12,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5,SMAST - Unflagged,9.4,SMAST - Unflagged,8.5,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.81,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,80,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,14,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5,SMAST - Unflagged,2.82,SMAST - Unflagged,7.9,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.81,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,24,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,16,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5,SMAST - Unflagged,1.52,SMAST - Unflagged,7.7,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.81,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,13,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/22/15 8:15,17,,18,SMAST - Unflagged,1.1,SMAST - Unflagged,5,SMAST - Unflagged,1.5,SMAST - Unflagged,7.7,SMAST - Unflagged,0.47,SMAST - Unflagged,14.56,SMAST - Unflagged,41.96,SMAST - Unflagged,42.77,,31.53,,36.81,,16.9,SMAST - Unflagged,6.18,SMAST - Unflagged,13,SMAST - Unflagged,,,,,,,,,1.2,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,0.5,,16,SMAST - Unflagged,1.9,SMAST - Unflagged,5.75,SMAST - Unflagged,7.18,SMAST - Unflagged,27.2,SMAST - Unflagged,0.54,SMAST - Unflagged,16.73,SMAST - Unflagged,29.34,SMAST - Unflagged,44.77,,36.9,,34.79,,12.9,SMAST - Unflagged,7.05,SMAST - Unflagged,90,SMAST - Unflagged,,,,,,,,,0.7,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,2,,16,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.75,SMAST - Unflagged,7.28,SMAST - Unflagged,27.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,34.79,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,92,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,3,,16,SMAST - Unflagged,1.1,SMAST - Unflagged,5.75,SMAST - Unflagged,,,,,0.57,SMAST - Unflagged,,,29.34,SMAST - Unflagged,,,,,,,17,SMAST - Unflagged,6.99,SMAST - Unflagged,,,,,,,,,,,0.8,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,4,,16,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.75,SMAST - Unflagged,7.19,SMAST - Unflagged,27.2,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,34.79,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,91,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,6,,16,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.75,SMAST - Unflagged,13.48,SMAST - Unflagged,22.5,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,34.79,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,156,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,8,,16,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.75,SMAST - Unflagged,17.39,SMAST - Unflagged,14,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,34.79,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,169,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,9,,16,SMAST - Unflagged,6.9,SMAST - Unflagged,5.75,SMAST - Unflagged,,,,,1.16,SMAST - Unflagged,35.93,SMAST - Unflagged,33.96,SMAST - Unflagged,55.8,,49.55,,34.79,,12.4,SMAST - Unflagged,8.43,SMAST - Unflagged,,,,,,,,,,,0.5,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,10,,16,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.75,SMAST - Unflagged,15.4,SMAST - Unflagged,10.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,34.79,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,137,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,12,,16,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.75,SMAST - Unflagged,10.3,SMAST - Unflagged,8.8,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,34.79,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,89,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,14,,16,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.75,SMAST - Unflagged,1.72,SMAST - Unflagged,8.1,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,34.79,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,15,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,15,,16,SMAST - Unflagged,< 0.05,SMAST - Unflagged,5.75,SMAST - Unflagged,,,,,2.85,SMAST - Unflagged,88.28,SMAST - Unflagged,98.93,SMAST - Unflagged,68.76,,1.21,,34.79,,19.7,SMAST - Unflagged,6.27,SMAST - Unflagged,,,,,,,,,,,92.5,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/5/15 8:15,15.5,,16,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.75,SMAST - Unflagged,1.42,SMAST - Unflagged,8,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,34.79,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,12,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,0.5,,17,SMAST - Unflagged,0.7,SMAST - Unflagged,4.45,SMAST - Unflagged,7.07,SMAST - Unflagged,27.4,SMAST - Unflagged,0.89,SMAST - Unflagged,27.57,SMAST - Unflagged,24.47,SMAST - Unflagged,51.98,,27.1,,38.49,,12.9,SMAST - Unflagged,6.93,SMAST - Unflagged,89,SMAST - Unflagged,,,,,,,,,1,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,1,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,6.74,SMAST - Unflagged,27.5,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,85,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,2,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,7.02,SMAST - Unflagged,27.5,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,89,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,3,,17,SMAST - Unflagged,0.4,SMAST - Unflagged,4.45,SMAST - Unflagged,6.87,SMAST - Unflagged,27.4,SMAST - Unflagged,0.32,SMAST - Unflagged,9.91,SMAST - Unflagged,23.67,SMAST - Unflagged,37.22,,21.61,,38.49,,12.4,SMAST - Unflagged,6.91,SMAST - Unflagged,87,SMAST - Unflagged,,,,,,,,,0.3,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,4,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,7.15,SMAST - Unflagged,26.9,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,90,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,5,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,7.37,SMAST - Unflagged,26.1,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,91,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,6,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,8.14,SMAST - Unflagged,24.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,97,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,7,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,14.84,SMAST - Unflagged,19.7,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,162,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,8,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,16.9,SMAST - Unflagged,15,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,168,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,9,,17,SMAST - Unflagged,2.8,SMAST - Unflagged,4.45,SMAST - Unflagged,16.47,SMAST - Unflagged,12.5,SMAST - Unflagged,0.89,SMAST - Unflagged,27.57,SMAST - Unflagged,21.43,SMAST - Unflagged,51.98,,40.7,,38.49,,12.4,SMAST - Unflagged,8.97,SMAST - Unflagged,155,SMAST - Unflagged,,,,,,,,,0,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,10,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,15.6,SMAST - Unflagged,10.6,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,140,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,11,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,13.66,SMAST - Unflagged,9.5,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,120,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,12,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,8.6,SMAST - Unflagged,8.9,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,74,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,13,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,5.84,SMAST - Unflagged,8.6,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,50,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,14,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,1.98,SMAST - Unflagged,8.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,17,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,15,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,1.94,SMAST - Unflagged,8.1,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,16,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,16,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,4.45,SMAST - Unflagged,1.95,SMAST - Unflagged,7.9,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,38.49,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,16,SMAST - Unflagged,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/20/15 0:00,17,,17,SMAST - Unflagged,4,SMAST - Unflagged,4.45,SMAST - Unflagged,1.94,SMAST - Unflagged,7.7,SMAST - Unflagged,3.08,SMAST - Unflagged,95.4,SMAST - Unflagged,45.66,SMAST - Unflagged,69.88,,44.2,,38.49,,22.4,SMAST - Unflagged,6.24,SMAST - Unflagged,16,SMAST - Unflagged,,,,,,,,,7.9,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,0.5,,18,SMAST - Unflagged,1.56,SMAST - Unflagged,6.65,SMAST - Unflagged,8.5,SMAST - Unflagged,24,SMAST - Unflagged,0.97,SMAST - Unflagged,30.04,SMAST - Unflagged,33.31,SMAST - Unflagged,53.21,,34.96,,32.7,,12,SMAST - Unflagged,6.73,SMAST - Unflagged,101,SMAST - Unflagged,,,,,,,,,0.97,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,2,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,8.6,SMAST - Unflagged,23.9,SMAST - Unflagged,,,,,,,,,,,32.7,,,,,,102,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,3,,18,SMAST - Unflagged,2.04,SMAST - Unflagged,6.65,SMAST - Unflagged,,,,,0.87,SMAST - Unflagged,,,35.09,SMAST - Unflagged,,,,,,,13.9,SMAST - Unflagged,6.89,SMAST - Unflagged,,,,,,,,,,,0.33,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,4,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,8.5,SMAST - Unflagged,23.9,SMAST - Unflagged,,,,,,,,,,,,,,,,,101,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,6,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,11.6,SMAST - Unflagged,20.7,SMAST - Unflagged,,,,,,,,,,,,,,,,,129,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,8,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,12.4,SMAST - Unflagged,15.3,SMAST - Unflagged,,,,,,,,,,,,,,,,,124,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,9,,18,SMAST - Unflagged,0.91,SMAST - Unflagged,6.65,SMAST - Unflagged,,,,,0.94,SMAST - Unflagged,,,41.17,SMAST - Unflagged,,,,,,,12.7,SMAST - Unflagged,6.87,SMAST - Unflagged,,,,,,,,,,,0.83,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,10,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,12.7,SMAST - Unflagged,12.5,SMAST - Unflagged,,,,,,,,,,,32.7,,,,,,120,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
