"pondID","pond_name","years_data","years_profiles","max_per_year","avg_per_year","all_years","params","param_years","last_year","param_last_values","program"
"BR-316-01","Black Pond",12,12,1,1,"2001, 2003, 2004, 2005, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","12, 11, 12, 12, 12, 11, 11, 11, 12, 12, 1, 11, 12, 11, 12, 1",2016,"4.29, 2.49, 25, 7.3, NA, NA, 21.99, NA, NA, NA, NA, 48.72, 55.11, 46.85, NA, NA","Pond and Lake Stewards"
"BR-321-01","Slough Pond",14,14,2,1.07,"2001, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","14, 13, 14, 14, 1, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"6, 4.15, 17.03, 10.39, 107.75, NA, NA, 9.91, NA, NA, NA, NA, 37.22, 50.76, 39.49, NA, 3.9, NA, 2.9, 10.39, 107.75, NA, NA, 6.73, NA, NA, NA, 0.06, NA, NA, 39.8, 21.4, NA, 0.53, NA, NA, 185.08, 121.04","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"DE-325-01","Northern Simmons Pond",14,13,2,1.21,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 1, 14, 14, 13, 14, 1",2016,"5.8, 3, 27.3, 7.25, NA, NA, 8.98, NA, NA, NA, NA, 35.8, 33.1, 44.17, NA, NA","Pond and Lake Stewards"
"BR-335-01","Pine Pond",14,14,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 14, 14, 14, 14, 1",2016,"5.2, 5.2, 23.2, 8.4, NA, NA, 5.27, NA, NA, NA, NA, 28.12, 27.78, 36.24, NA, NA","Pond and Lake Stewards"
"DE-342-01","Bakers Pond",15,15,2,1.2,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15",2018,"4.85, 4.1, 25.4, 7, NA, NA, 11.15, NA, NA, NA, 38.92, 33.25, 39.67, NA","Pond and Lake Stewards"
"DE-348-01","Run Pond",15,14,2,1.2,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 14, 15, 15, 15, 15, 15, 1, 15, 15, 14, 15, 1",2018,"2.7, 1, 28.6, 6.5, NA, NA, 35, NA, NA, NA, NA, 55.42, 56.77, 60, NA, NA","Pond and Lake Stewards"
"DE-355-01","Flax Pond",17,17,2,1.18,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","17, 16, 17, 17, 1, 14, 16, 16, 16, 16, 16, 1, 16, 16, 16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"7.6, 3, 15.06, 10.23, 103.43, NA, NA, 11.15, NA, NA, NA, NA, 38.92, 28.77, 44.17, NA, 3.19, NA, 0.94, 10.23, 103.43, NA, NA, 5.96, NA, NA, NA, 0.03, NA, NA, 0.04, 10.9, NA, 0.2, NA, NA, 230.08, 61","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BR-357-01","Elbow Pond",13,12,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","12, 11, 11, 11, 12, 13, 13, 13, 13, 13, 1, 13, 13, 11, 13, 1",2016,"8, 4.41, 21.5, 5.8, NA, NA, 10.53, NA, NA, NA, NA, 38.1, 33.1, 38.62, NA, NA","Pond and Lake Stewards"
"YA-371-01","Tom Matthews Pond",7,1,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 6, 7, 6",2009,"1.2, 1.2, 22.9, 9.68, NA, NA, 31.89, NA, NA, NA, 54.08, 77.2, 57.37, NA","Pond and Lake Stewards"
"HA-376-01","Aunt Edies Pond",14,1,5,2.07,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","14, 14, 14, 14, 4, 14, 14, 13, 14, 13, 13, 14, 13, 14, 13",2019,"2.22, 2.13, 26.77, 4.79, 60.33, NA, NA, 21.68, NA, NA, NA, 48.18, 54.94, 49.11, NA","Pond and Lake Stewards"
"HA-381-01","Cornelius Pond",8,5,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","8, 7, 8, 8, 1, 6, 6, 6, 5, 6, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"1.95, 1.19, 14.29, 9.36, 90.76, NA, NA, 20.13, NA, NA, NA, 47.44, 36.58, 57.49, NA, 3.62, NA, 22.16, 9.36, 90.76, NA, NA, 6.19, NA, NA, NA, 0.02, NA, NA, 0.03, 40.7, NA, 1.01, NA, 197.69, 48.98","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"HA-386-01","Robbins Pond",13,10,5,1.85,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","13, 13, 13, 12, 3, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13",2018,"2.38, 2.31, 25.98, 6.82, 83.89, NA, NA, 11.77, NA, NA, NA, 39.35, 33.57, 47.97, NA","Pond and Lake Stewards"
"BA-391-01","Mill Pond",2,0,1,1,"2003, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2020,"0.8, 0.8, 23.1, 9.66, NA, NA, 53.89, NA, NA, NA, 61.64, 21.85, 63.22, NA","Pond and Lake Stewards"
"CH-396-01","Stillwater Pond",9,8,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2013, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 1, 9, 9, 8, 9, 1",2016,"12.63, 5.32, 23.5, 8.41, NA, NA, 31.28, NA, NA, NA, NA, 53.8, 36.2, 35.91, NA, NA","Pond and Lake Stewards"
"SA-409-01","Spectacle Pond",9,9,2,1.11,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","9, 8, 9, 9, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"7.2, 3, 15.54, 10.34, 103.56, NA, NA, 14.08, NA, NA, NA, 42.29, 29.5, 44.17, NA, 4.72, NA, 1.04, 10.34, 103.56, NA, NA, 7.04, NA, NA, NA, 0.03, NA, NA, 21.18, 15.2, NA, 0.41, NA, 206.82, 61.68","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"HA-414-01","White Pond",10,9,1,1,"2001, 2004, 2005, 2006, 2007, 2008, 2014, 2015, 2017, 2018","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10",2018,"7.2, 5, 25.4, 7.4, NA, NA, 8.98, NA, NA, NA, 35.8, 16.6, 36.81, NA","Pond and Lake Stewards"
"HA-416-01","Josephs Pond",14,14,4,1.86,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","14, 14, 14, 13, 4, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14",2019,"19, 4.24, 26.3, 7.85, 97, NA, NA, 14.41, NA, NA, NA, 42.58, 36.52, 39.23, NA","Pond and Lake Stewards"
"CH-425-01","Trout Pond",7,7,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7",2008,"4.64, 4.64, 22.9, 7.46, NA, NA, 7.12, NA, NA, NA, 32.46, 33.1, 37.88, NA","Pond and Lake Stewards"
"CH-428-01","Lovers Lake",9,8,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2013, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 1, 9, 9, 8, 9, 1",2016,"9.75, 4.82, 23.6, 8.68, NA, NA, 34.38, NA, NA, NA, NA, 55.16, 47.95, 37.35, NA, NA","Pond and Lake Stewards"
"SA-431-01","Lawrence Pond",11,11,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","11, 10, 11, 11, 1, 10, 10, 10, 10, 9, 9, 10, 9, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"8.89, 4.33, 17.25, 9.48, 97.43, NA, NA, 16.73, NA, NA, NA, 44.77, 36.2, 38.88, NA, 2.91, NA, 1.21, 9.48, 97.43, NA, NA, 6.62, NA, NA, NA, 0.04, NA, NA, 59.41, 15.2, NA, 0.47, NA, 198.8, 91.4","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"CH-439-01","Minister Pond",7,7,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 1, 7, 7, 7, 6, 1",2016,"3.85, 2.08, 23.1, 7.95, NA, NA, 14.25, NA, NA, NA, NA, 42.46, 47.67, 49.48, NA, NA","Pond and Lake Stewards"
"CH-440-01","Mill Pond",8,8,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 1, 8, 8, 8, 7, 1",2016,"3.1, 3.05, 23, 6.15, NA, NA, 12.39, NA, NA, NA, NA, 40.44, 38.98, 43.93, NA, NA","Pond and Lake Stewards"
"HA-442-01","Andrews Pond",7,6,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7",2008,"8.4, 4.63, 24.4, 7.56, NA, NA, 4.96, NA, NA, NA, 27.24, 44.61, 37.92, NA","Pond and Lake Stewards"
"DE-447-01","Eagle Pond",15,15,2,1.13,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 1, 15, 15, 15, 15, 1",2018,"7.3, 3.5, 27, 7.2, NA, NA, 8.98, NA, NA, NA, NA, 35.8, 29.35, 41.95, NA, NA","Pond and Lake Stewards"
"CH-458-01","Goose Pond",9,9,2,1.11,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2016, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","9, 8, 9, 9, 1, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"9.2, 5.38, 15.64, 10.5, 106.45, NA, NA, 20.75, NA, NA, NA, NA, 47.21, 39.14, 35.75, NA, 3.97, NA, 0.71, 10.5, 106.45, NA, NA, 6.69, NA, NA, NA, 0.04, NA, NA, 52.01, 11, NA, 0.31, NA, NA, 111.67, 80.01","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"CH-463-01","Schoolhouse Pond",8,8,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 1",2016,"11.29, 7.97, 23.6, 7.96, NA, NA, 9.91, NA, NA, NA, NA, 37.22, 32.14, 30.09, NA, NA","Pond and Lake Stewards"
"YA-472-01","Dennis Pond",14,14,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2016, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","14, 13, 14, 14, 1, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"5.6, 5.6, 18.22, 9.85, 104.27, NA, NA, 29.12, NA, NA, NA, NA, 52.77, 24.56, 35.17, NA, 2.66, NA, 1.41, 9.85, 104.27, NA, NA, 5.56, NA, NA, NA, 0.04, NA, NA, 0.05, 21.5, NA, 0.61, NA, NA, 198.63, 82.88","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"YA-478-01","Miss Thachers Pond",1,0,1,1,"2003","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2003,"1.01, 0.5, 22.9, 1.55, NA, NA, 272.57, NA, NA, NA, 85.02, 75.97, 69.99, NA","Pond and Lake Stewards"
"CH-479-01","Barclay Pond",8,8,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","8, 7, 8, 8, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"8.01, 3.14, 18.09, 9.81, 104.66, NA, NA, 14.87, NA, NA, NA, 43.07, 43.51, 43.51, NA, 7.66, NA, 3.47, 9.81, 104.66, NA, NA, 6.59, NA, NA, NA, 0.08, NA, NA, 105.83, 29, NA, 1.2, NA, 165.11, 162.79","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"CH-481-01","Ryders Pond",8,8,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 1",2016,"2.3, 2.3, 23.3, 6.86, NA, NA, 11.46, NA, NA, NA, NA, 39.32, 45.48, 48, NA, NA","Pond and Lake Stewards"
"YA-483-01","Perch Pond",1,1,1,1,"2003","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2003,"3.15, 2.5, 21.3, 5.66, NA, NA, 1.55, NA, NA, NA, 10.47, 52.59, 46.8, NA","Pond and Lake Stewards"
"CH-484-01","Marys Pond",6,6,1,1,"2001, 2003, 2005, 2006, 2007, 2008","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6",2008,"3.2, 2.32, 21.7, 8.19, NA, NA, 15.8, NA, NA, NA, 43.95, 58.66, 47.87, NA","Pond and Lake Stewards"
"CH-491-01","Emery Pond",8,8,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 1, 8, 8, 8, 7, 1",2016,"5.3, 2.43, 18.2, 7.57, NA, NA, 24.78, NA, NA, NA, NA, 50.44, 47.88, 47.24, NA, NA","Pond and Lake Stewards"
"YA-492-01","Greenough Pond",11,11,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","11, 11, 11, 11, 10, 11, 11, 11, 11, 11, 1, 11, 11, 11, 11, 1",2016,"5.2, 5.2, 22.6, 6.64, NA, NA, 29.12, NA, NA, NA, NA, 52.77, 30.3, 36.24, NA, NA","Pond and Lake Stewards"
"SA-504-01","Triangle Pond",10,10,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10",2012,"9.45, 4.5, 26.6, 6.75, NA, NA, 10.84, NA, NA, NA, 38.52, 37.3, 38.33, NA","Pond and Lake Stewards"
